n_boite,adresse,commune,cp,conteneur,semaine_1,semaine_2,semaine_3,semaine_4,semaine_5,semaine_6,semaine_7,semaine_8,semaine_9,semaine_10,semaine_11,semaine_12,semaine_13,semaine_14,semaine_15,semaine_16,semaine_17,semaine_18,semaine_19,semaine_20,semaine_21,semaine_22,semaine_23,semaine_24,semaine_25,semaine_26,semaine_27,semaine_28,semaine_29,semaine_30,semaine_31,semaine_32,semaine_33,semaine_34,semaine_35,semaine_36,semaine_37,semaine_38,semaine_39,semaine_40,semaine_41,semaine_42,semaine_43,semaine_44,semaine_45,semaine_46,semaine_47,semaine_48,semaine_49,semaine_50,semaine_51,semaine_52,volume_moyen
153,"École de Pinchat, Chemin Tour de Pinchat 4 (2)",VEYRIER,1234.0,KLEIN,1.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,3.0,2.0,7.0,7.0,3.0,2.0,5.0,3.0,3.0,6.0,4.0,0.0,3.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,0.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,3.0,2.423076923076923
198,Chemin Charles Poluzzi 41,CAROUGE,1227.0,KLEIN,1.0,4.0,1.0,2.0,4.0,2.0,6.0,2.0,4.0,3.0,2.0,7.0,7.0,0.0,1.0,6.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,3.0,2.0,2.0,6.0,8.0,1.0,1.0,2.0,0.0,1.0,4.0,3.0,7.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,2.6346153846153846
193,"déchetterie - Parking de la Fontennette, Rue de la Fontenette",CAROUGE,1227.0,KLEIN,3.0,2.0,5.0,8.0,2.0,1.0,4.0,5.0,4.0,3.0,8.0,5.0,2.0,4.0,8.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,0.0,3.0,3.0,2.0,8.0,8.0,5.0,4.0,2.0,2.0,1.0,0.0,5.0,8.0,0.0,5.0,6.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,3.3846153846153846
183,"Parking de la Fontenette, Route de Veyrier 51",CAROUGE,1227.0,KLEIN,2.0,5.0,7.0,8.0,3.0,4.0,2.0,5.0,3.0,3.0,7.0,6.0,2.0,6.0,8.0,6.0,4.0,3.0,4.0,5.0,5.0,4.0,6.0,5.0,5.0,0.0,3.0,8.0,2.0,8.0,4.0,5.0,4.0,2.0,3.0,1.0,2.0,7.0,7.0,4.0,5.0,6.0,3.0,9.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,3.980769230769231
194,déchetterie - Cardinal Miermillod 44,CAROUGE,1227.0,KLEIN,3.0,5.0,9.0,8.0,3.0,3.0,2.0,5.0,2.0,2.0,8.0,5.0,4.0,6.0,8.0,6.0,5.0,3.0,4.0,6.0,6.0,4.0,4.0,5.0,6.0,0.0,3.0,8.0,4.0,8.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,7.0,7.0,5.0,5.0,6.0,6.0,9.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,4.1923076923076925
162,"Maison de Retraite, Route de Veyrier 85, Vessy",VEYRIER,1234.0,KLEIN,1.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.9615384615384615
158,Chemin des Pontets 11 (1),LANCY-GRAND,1212.0,KLEIN,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,8.0,7.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,6.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,5.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,2.8461538461538463
159,Chemin des Pontets 11 (2),LANCY-GRAND,1212.0,KLEIN,6.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,5.0,4.0,5.0,3.0,3.0,1.0,2.0,2.75
227,Chemin des Pontets 25,LANCY-GRAND,1212.0,KLEIN,7.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,6.0,3.0,5.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.730769230769231
175,déchetterie - Avenue Eugène Lance 68,LANCY-GRAND,1212.0,KLEIN,2.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,7.0,9.0,4.0,8.0,3.0,6.0,3.0,4.0,6.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,1.0,3.0,6.0,4.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,1.0,3.0576923076923075
221,déchetterie - Rue du Bachet 8,LANCY-GRAND,1212.0,KLEIN,2.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,9.0,4.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.4423076923076925
266,déchetterie - Chemin des Fraisiers 17,LANCY-GRAND,1212.0,KLEIN,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,4.0,2.0,7.0,6.0,4.0,4.0,4.0,7.0,4.0,4.0,6.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,5.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.1923076923076925
299,déchetterie - Chemin des Fraisiers 5-7,LANCY-GRAND,1212.0,KLEIN,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,6.0,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,9.0,3.0,2.0,2.0,1.9230769230769231
319,Chemin des Verjus,LANCY-GRAND,1212.0,KLEIN,1.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,6.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.269230769230769
232,déchetterie - Chemin Sous-le-Clos (1),CONFIGNON,1232.0,KLEIN,3.0,4.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,5.0,4.0,2.0,2.0,8.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,3.0,7.0,3.0,2.0,2.0,5.0,4.0,2.0,6.0,4.0,5.0,7.0,4.0,2.0,0.0,1.0,4.0,1.0,2.0,2.0,3.1923076923076925
287,Chemin des Huttins 6,CONFIGNON,1232.0,KLEIN,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.6346153846153846
260,"déchetterie - École, Chemin du Gamay 10 (1)",BERNEX,1233.0,KLEIN,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,6.0,6.0,2.0,6.0,4.0,5.0,5.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,2.0,1.8846153846153846
261,"déchetterie - École, Chemin du Gamay 10 (2)",BERNEX,1233.0,KLEIN,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,6.0,4.0,5.0,2.0,2.0,3.0,0.0,1.0,5.0,2.0,2.0,2.0,1.4807692307692308
374,décheterie - Chemin des Christophes,RUSSIN,1281.0,VILLIGER,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.5769230769230769
50,Rue du Cendrier 7,GENEVE,1201.0,KLEIN,4.0,5.0,6.0,8.0,4.0,4.0,4.0,4.0,7.0,6.0,5.0,5.0,,4.0,8.0,8.0,7.0,4.0,5.0,6.0,5.0,6.0,7.0,7.0,10.0,4.0,8.0,5.0,8.0,4.0,5.0,6.0,5.0,8.0,6.0,5.0,4.0,8.0,8.0,5.0,8.0,6.0,6.0,6.0,7.0,4.0,4.0,6.0,4.0,5.0,3.0,6.0,5.745098039215686
34,Place des Alpes,GENEVE,1201.0,KLEIN,4.0,6.0,5.0,3.0,6.0,3.0,3.0,2.0,5.0,6.0,4.0,4.0,,3.0,6.0,8.0,5.0,4.0,3.0,5.0,3.0,7.0,8.0,7.0,5.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,8.0,0.0,5.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.823529411764706
48,Rue Rothschild (1),GENEVE,1202.0,KLEIN,8.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,2.0,5.0,4.0,4.0,,7.0,6.0,6.0,8.0,5.0,5.0,5.0,6.0,8.0,8.0,8.0,4.0,6.0,6.0,10.0,7.0,5.0,5.0,6.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,4.0,8.0,3.0,7.0,6.0,5.0,6.0,6.470588235294118
49,Rue Rothschild (2),GENEVE,1202.0,KLEIN,7.0,8.0,5.0,8.0,8.0,7.0,4.0,8.0,8.0,7.0,6.0,4.0,,7.0,7.0,6.0,5.0,3.0,4.0,5.0,6.0,9.0,8.0,8.0,8.0,6.0,6.0,10.0,7.0,6.0,5.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,6.0,6.0,4.0,4.0,6.0,7.0,5.0,4.0,7.0,6.509803921568627
186,"École du Sécheron, Avenue Blanc 1",GENEVE,1202.0,KLEIN,6.0,3.0,7.0,7.0,6.0,4.0,8.0,8.0,8.0,8.0,5.0,6.0,,7.0,7.0,4.0,8.0,3.0,4.0,4.0,6.0,9.0,8.0,9.0,9.0,5.0,6.0,6.0,6.0,5.0,2.0,6.0,6.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,7.0,5.0,6.0,6.0,5.0,7.0,6.411764705882353
72,déchetterie - Rue Cannonière 14 / Rue Cramer,GENEVE,1202.0,KLEIN,7.0,4.0,8.0,8.0,7.0,2.0,6.0,4.0,6.0,4.0,6.0,4.0,,7.0,7.0,4.0,8.0,4.0,4.0,8.0,5.0,8.0,9.0,7.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,0.0,4.0,8.0,8.0,2.0,6.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,5.0,6.0,5.0,5.0,6.0,5.0,7.0,5.803921568627451
81,"déchetterie - École d'Ingénieurs, Rond-Point Rue Tronchin 26",GENEVE,1202.0,KLEIN,6.0,3.0,6.0,7.0,5.0,2.0,4.0,7.0,8.0,4.0,4.0,7.0,,6.0,7.0,4.0,8.0,2.0,3.0,4.0,4.0,7.0,6.0,7.0,8.0,4.0,9.0,5.0,6.0,4.0,2.0,0.0,0.0,8.0,4.0,4.0,0.0,6.0,4.0,6.0,5.0,8.0,0.0,8.0,5.0,6.0,7.0,5.0,5.0,4.0,4.0,7.0,5.0
42,déchetterie - Rue Liotard / Rue de la Poterie 14,GENEVE,1202.0,KLEIN,5.0,4.0,3.0,8.0,7.0,2.0,6.0,6.0,8.0,4.0,6.0,7.0,,6.0,7.0,5.0,8.0,3.0,3.0,4.0,4.0,8.0,8.0,9.0,4.0,8.0,9.0,7.0,6.0,5.0,2.0,0.0,8.0,6.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,5.0,4.0,5.0,5.0,6.0,4.0,6.0,5.9411764705882355
43,Rue Liotard 44 / Rue Faller,GENEVE,1202.0,KLEIN,5.0,4.0,3.0,7.0,6.0,2.0,6.0,4.0,5.0,3.0,5.0,5.0,,4.0,5.0,4.0,6.0,4.0,3.0,4.0,4.0,8.0,8.0,6.0,4.0,9.0,5.0,6.0,5.0,4.0,2.0,6.0,6.0,6.0,8.0,6.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,10.0,4.0,5.0,5.0,6.0,4.0,5.0,6.0,5.549019607843137
25,"Migros, Rue de la Servette 83 / Avenue Wendt 60",GENEVE,1202.0,KLEIN,3.0,2.0,3.0,8.0,5.0,2.0,8.0,6.0,6.0,4.0,4.0,5.0,,6.0,5.0,4.0,6.0,3.0,4.0,5.0,5.0,9.0,9.0,9.0,9.0,4.0,6.0,6.0,6.0,4.0,6.0,0.0,5.0,4.0,6.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.7254901960784315
39,déchetterie - Avenue Soret 1d,GENEVE,1203.0,KLEIN,3.0,4.0,3.0,5.0,7.0,2.0,3.0,6.0,5.0,2.0,4.0,4.0,,2.0,5.0,5.0,5.0,3.0,4.0,4.0,8.0,7.0,9.0,7.0,8.0,4.0,9.0,5.0,6.0,3.0,4.0,4.0,4.0,4.0,8.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,6.0,6.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,6.0,4.784313725490196
37,Avenue Ernest Pictet 32,GENEVE,1203.0,KLEIN,3.0,4.0,3.0,8.0,4.0,5.0,6.0,6.0,6.0,8.0,5.0,5.0,,2.0,4.0,5.0,9.0,4.0,6.0,8.0,6.0,7.0,5.0,8.0,9.0,5.0,8.0,5.0,7.0,6.0,2.0,5.0,6.0,8.0,4.0,4.0,6.0,8.0,4.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,4.0,5.0,5.0,4.0,4.0,5.0,5.764705882352941
40,Avenue Luserna 8,GENEVE,1203.0,KLEIN,3.0,4.0,3.0,8.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,,2.0,4.0,3.0,4.0,2.0,2.0,8.0,2.0,6.0,8.0,5.0,2.0,4.0,9.0,3.0,5.0,4.0,2.0,4.0,4.0,8.0,6.0,4.0,3.0,4.0,8.0,6.0,5.0,5.0,6.0,6.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,4.215686274509804
99,déchetterie - Rue Lamartine 5,GENEVE,1203.0,KLEIN,3.0,2.0,3.0,7.0,2.0,6.0,3.0,6.0,2.0,4.0,3.0,3.0,,1.0,4.0,6.0,2.0,3.0,4.0,10.0,4.0,3.0,8.0,5.0,8.0,8.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,8.0,8.0,2.0,4.0,5.0,6.0,5.0,5.0,4.0,6.0,4.0,3.0,6.0,3.0,3.0,4.0,2.0,2.0,6.0,4.431372549019608
83,Chemin François Furet,GENEVE,1203.0,KLEIN,3.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,0.0,3.0,3.0,8.0,5.0,8.0,4.0,2.0,2.0,2.0,5.0,4.0,2.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.2549019607843137
323,"Coop, Avenue d'Aïr 100 (1)",GENEVE,1203.0,KLEIN,3.0,2.0,3.0,8.0,2.0,2.0,3.0,4.0,3.0,8.0,4.0,3.0,,2.0,3.0,8.0,7.0,3.0,3.0,8.0,4.0,6.0,6.0,6.0,9.0,5.0,4.0,6.0,6.0,5.0,2.0,6.0,4.0,6.0,8.0,3.0,5.0,8.0,5.0,0.0,5.0,4.0,6.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.333333333333333
17,"Coop, Avenue d'Aïr 100 (2)",GENEVE,1203.0,KLEIN,3.0,2.0,2.0,8.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,,2.0,3.0,8.0,6.0,2.0,10.0,2.0,8.0,6.0,3.0,4.0,2.0,6.0,2.0,5.0,5.0,4.0,5.0,6.0,4.0,4.0,8.0,2.0,5.0,8.0,8.0,0.0,5.0,4.0,6.0,3.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.8627450980392157
57,"Collège Voltaire, Rue de l'Encyclopédie",GENEVE,1201.0,KLEIN,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,,1.0,2.0,8.0,8.0,3.0,3.0,4.0,4.0,7.0,8.0,5.0,5.0,8.0,9.0,4.0,6.0,2.0,5.0,0.0,4.0,6.0,8.0,4.0,4.0,5.0,5.0,6.0,5.0,4.0,6.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,3.823529411764706
343,"Collège Voltaire, Rue de l'Encyclopédie",GENEVE,1201.0,KLEIN,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,,1.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,6.0,8.0,4.0,8.0,8.0,5.0,3.0,3.0,1.0,5.0,0.0,4.0,8.0,6.0,3.0,3.0,4.0,3.0,6.0,5.0,3.0,6.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,3.3333333333333335
33,Rue de la Coulouvrenière 2,GENEVE,1204.0,KLEIN,6.0,3.0,2.0,5.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,,2.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,7.0,4.0,5.0,4.0,8.0,2.0,4.0,5.0,3.0,5.0,0.0,4.0,8.0,4.0,3.0,3.0,5.0,3.0,6.0,5.0,4.0,6.0,4.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,3.3333333333333335
28,Rue de l'Aubépine / Rue de la Colline 26,GENEVE,1205.0,KLEIN,6.0,4.0,4.0,5.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,,4.0,3.0,4.0,1.0,3.0,8.0,8.0,9.0,8.0,7.0,5.0,2.0,8.0,9.0,6.0,2.0,5.0,6.0,0.0,6.0,6.0,6.0,5.0,0.0,8.0,8.0,6.0,8.0,8.0,6.0,4.0,1.0,5.0,6.0,3.0,2.0,2.0,4.0,2.0,4.647058823529412
11,Rue de l'Aubépine / Rue des Peupliers 12,GENEVE,1205.0,KLEIN,6.0,7.0,4.0,5.0,7.0,4.0,4.0,5.0,4.0,6.0,3.0,4.0,,5.0,4.0,7.0,9.0,10.0,3.0,9.0,7.0,9.0,9.0,8.0,4.0,4.0,6.0,5.0,1.0,3.0,4.0,0.0,6.0,8.0,8.0,6.0,0.0,8.0,8.0,8.0,8.0,8.0,6.0,5.0,9.0,5.0,6.0,5.0,3.0,3.0,3.0,4.0,5.549019607843137
3,Rue Prévôt-Martin 78 / Rue du Pré-Jérôme (1),GENEVE,1205.0,KLEIN,8.0,8.0,7.0,7.0,4.0,8.0,8.0,7.0,8.0,7.0,5.0,7.0,,4.0,6.0,6.0,9.0,5.0,5.0,9.0,8.0,8.0,9.0,8.0,4.0,5.0,8.0,7.0,1.0,2.0,2.0,6.0,8.0,8.0,4.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,5.0,7.0,5.0,6.0,6.0,6.0,5.0,6.392156862745098
8,Rue Prévôt-Martin 78 / Rue du Pré-Jérôme (2),GENEVE,1205.0,KLEIN,8.0,8.0,8.0,7.0,7.0,8.0,6.0,8.0,8.0,7.0,6.0,4.0,,4.0,5.0,6.0,6.0,4.0,5.0,8.0,8.0,9.0,9.0,9.0,4.0,5.0,8.0,6.0,2.0,2.0,2.0,6.0,6.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,5.0,6.0,8.0,8.0,5.0,7.0,5.0,5.0,4.0,5.0,6.0,6.254901960784314
15,Rue Dancet 41 / Rue des Battoirs (1),GENEVE,1205.0,KLEIN,8.0,8.0,4.0,6.0,5.0,6.0,6.0,2.0,4.0,5.0,5.0,5.0,,7.0,4.0,10.0,7.0,5.0,4.0,7.0,5.0,8.0,9.0,7.0,5.0,6.0,9.0,9.0,2.0,3.0,2.0,6.0,8.0,6.0,2.0,6.0,0.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0,4.0,6.0,6.0,5.803921568627451
16,Rue Dancet 41 / Rue des Battoirs (2),GENEVE,1205.0,KLEIN,8.0,4.0,5.0,5.0,6.0,8.0,6.0,4.0,7.0,5.0,4.0,6.0,,6.0,4.0,10.0,5.0,5.0,4.0,6.0,7.0,6.0,9.0,8.0,9.0,9.0,9.0,5.0,1.0,7.0,2.0,6.0,5.0,6.0,8.0,6.0,0.0,8.0,8.0,8.0,8.0,5.0,6.0,6.0,5.0,5.0,4.0,5.0,7.0,5.0,4.0,4.0,5.862745098039215
21,Rue de la Maladière 8,GENEVE,1205.0,KLEIN,6.0,4.0,3.0,5.0,3.0,2.0,2.0,6.0,4.0,7.0,5.0,2.0,,4.0,3.0,10.0,8.0,3.0,3.0,5.0,9.0,6.0,9.0,7.0,10.0,9.0,9.0,4.0,2.0,7.0,2.0,0.0,4.0,4.0,8.0,8.0,0.0,8.0,6.0,4.0,6.0,3.0,6.0,4.0,1.0,4.0,5.0,5.0,6.0,2.0,2.0,2.0,4.8431372549019605
245,déchetterie - Place des Charmettes 3,CAROUGE,1227.0,KLEIN,4.0,4.0,4.0,3.0,4.0,7.0,3.0,8.0,2.0,4.0,4.0,7.0,,1.0,4.0,7.0,8.0,4.0,10.0,10.0,10.0,10.0,9.0,6.0,10.0,9.0,8.0,3.0,1.0,7.0,5.0,6.0,5.0,8.0,8.0,6.0,0.0,6.0,5.0,8.0,6.0,5.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0588235294117645
20,Quai des Vernets 1,GENEVE,1205.0,KLEIN,4.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,,2.0,3.0,2.0,0.0,10.0,2.0,4.0,8.0,1.0,9.0,8.0,8.0,9.0,9.0,2.0,3.0,2.0,5.0,0.0,3.0,4.0,8.0,5.0,0.0,3.0,3.0,6.0,0.0,3.0,6.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,5.0,3.0,3.6470588235294117
87,déchetterie - Quai Ernest Ansermet / Baud Bovy 14,GENEVE,1205.0,KLEIN,1.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,,1.0,2.0,2.0,1.0,10.0,2.0,8.0,4.0,3.0,9.0,6.0,8.0,5.0,6.0,5.0,4.0,4.0,3.0,0.0,0.0,6.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,5.0,5.0,4.0,4.0,3.0,3.156862745098039
10,"Uni Mail, Boulevard Carl-Vogt",GENEVE,1205.0,KLEIN,7.0,7.0,4.0,6.0,3.0,7.0,6.0,7.0,4.0,6.0,4.0,5.0,,7.0,4.0,5.0,8.0,3.0,8.0,4.0,8.0,8.0,9.0,8.0,8.0,5.0,5.0,5.0,3.0,3.0,3.0,6.0,8.0,6.0,8.0,4.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,6.0,4.0,5.0,6.0,4.0,5.0,4.0,4.0,4.0,5.8431372549019605
2,"déchetterie - Migros, Boulevard Carl-Vogt 6 (1)",GENEVE,1205.0,KLEIN,7.0,8.0,3.0,4.0,6.0,5.0,3.0,5.0,2.0,4.0,4.0,7.0,,4.0,7.0,7.0,6.0,5.0,6.0,7.0,6.0,8.0,9.0,8.0,5.0,7.0,7.0,7.0,6.0,5.0,4.0,6.0,5.0,8.0,8.0,8.0,5.0,8.0,5.0,8.0,8.0,8.0,6.0,6.0,7.0,5.0,3.0,5.0,7.0,5.0,4.0,4.0,5.901960784313726
27,"déchetterie - Migros, Boulevard Carl-Vogt 6 (2)",GENEVE,1205.0,KLEIN,2.0,8.0,6.0,4.0,6.0,6.0,3.0,6.0,5.0,6.0,5.0,3.0,,6.0,6.0,7.0,2.0,4.0,5.0,7.0,6.0,8.0,7.0,8.0,6.0,7.0,7.0,6.0,6.0,3.0,5.0,6.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,5.0,5.0,3.0,5.0,6.0,4.0,4.0,4.0,5.803921568627451
22,Rue des Maraîchers 5 (1),GENEVE,1205.0,KLEIN,2.0,7.0,4.0,7.0,6.0,7.0,2.0,2.0,3.0,2.0,7.0,4.0,,3.0,7.0,6.0,6.0,8.0,8.0,6.0,5.0,4.0,5.0,6.0,7.0,6.0,5.0,6.0,5.0,4.0,5.0,0.0,3.0,6.0,8.0,6.0,6.0,8.0,4.0,8.0,6.0,4.0,6.0,3.0,5.0,5.0,4.0,3.0,3.0,8.0,4.0,2.0,5.03921568627451
